NAMA SYARIKAT,NO KENDERAAN,KELAS LESEN,DAERAH,NEGERI
YA'AKOB BIN PANDAK AHMAD,BFR5966,BAS SEKOLAH   ,Hulu Langat,Selangor
YA'AKOB BIN PANDAK AHMAD,WWJ3513,BAS SEKOLAH   ,Hulu Langat,Selangor
YAACOB BIN OSMAN,KW4550,BAS SEKOLAH   ,Kubang Pasu,Kedah
YAACOB BIN SALLEH,WFV2596,BAS SEKOLAH   ,Marang,Terengganu
YAG COLLEGE SDN BHD,MAG5007,BAS SEKOLAH   ,Alor Gajah,Melaka
YAH KIA HANG,JDV5121,BAS SEKOLAH   ,Johor Bahru,Johor
YAH KIA HANG,JDG2522,BAS SEKOLAH   ,Johor Bahru,Johor
YAHAMBRAM A/L MUNUSAMY,WM6578,BAS SEKOLAH   ,Barat Daya,Pulau Pinang
YAHAYA BIN HANAFI,PDC8647,BAS SEKOLAH   ,Kuala Muda,Kedah
YAHAYA BIN HANAFI,WFY4521,BAS SEKOLAH   ,Kuala Muda,Kedah
YAHAYA BIN HUSSIN,JED4878,BAS SEKOLAH   ,Kluang,Johor
YAHAYA BIN HUSSIN,BCU7156,BAS SEKOLAH   ,Kluang,Johor
YAHAYA BIN HUSSIN,WJP2317,BAS SEKOLAH   ,Kluang,Johor
YAHAYA BIN HUSSIN,WFY9322,BAS SEKOLAH   ,Kluang,Johor
YAHAYA BIN MAHMUD,ACG5402,BAS SEKOLAH   ,Kulim,Kedah
YAHAYA BIN SAID,KCB4359,BAS SEKOLAH   ,Kota Bharu,Kelantan
YAHAYA HM ENTERPRISE,WDC3926,BAS SEKOLAH   ,Johor Bahru,Johor
YAHUZA BIN ISMAIL,TT4083,BAS SEKOLAH   ,Dungun,Terengganu
YAHUZA BIN ISMAIL,CAG2369,BAS SEKOLAH   ,Dungun,Terengganu
YAHYA BIN CHIK,CAE997,BAS SEKOLAH   ,Kemaman,Terengganu
YAHYA BIN KADIR,MAE 3732,BAS SEKOLAH   ,Petaling,Selangor
YAHYAAWAL BIN HASSAN,TQ984,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAM TIA LOGISTIC SERVICES,BDT4712,BAS SEKOLAH   ,Klang,Selangor
YAM TIA LOGISTIC SERVICES,BKX3711,BAS SEKOLAH   ,Klang,Selangor
YAMAF TRANSPORT,WUJ6078,BAS SEKOLAH   ,Klang,Selangor
YAN MUNG MENG,WGD251,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YANG HEE LIN,BME2033,BAS SEKOLAH   ,Petaling,Selangor
YANG KWAI LIN,JDK6087,BAS SEKOLAH   ,Johor Bahru,Johor
YANG KWAI LIN,JCD7009,BAS SEKOLAH   ,Johor Bahru,Johor
YANGSURI TRANSPORT,BMQ9331,BAS SEKOLAH   ,Petaling,Selangor
YAP AH MAN,WYK7429,BAS SEKOLAH   ,Sepang,Selangor
YAP AH MENG,JDF9920,BAS SEKOLAH   ,Muar,Johor
YAP AH YUEN,BFH260,BAS SEKOLAH   ,Klang,Selangor
YAP CHEE LOY,TC5695,BAS SEKOLAH   ,Segamat,Johor
YAP CHEE LOY,WG7397,BAS SEKOLAH   ,Segamat,Johor
YAP CHEN KIAN,WCL7052,BAS SEKOLAH   ,Batu Pahat,Johor
YAP CHEN KIAN,JEH1205,BAS SEKOLAH   ,Batu Pahat,Johor
YAP CHI LANG,PCN7326,BAS SEKOLAH   ,Segamat,Johor
YAP CHING LONG,WDK8449,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP CHON MENG,BDD6845,BAS SEKOLAH   ,Klang,Selangor
YAP CHOOI WAN,BGS7625,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP CHOOI WAN,WFG2618,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP CHOON MENG  T/A BAS SEKOLAH YAP CHOON MENG,AEV9357,BAS SEKOLAH   ,Kuantan,Pahang
YAP CHOON MENG  T/A BAS SEKOLAH YAP CHOON MENG,CAQ4455,BAS SEKOLAH   ,Kuantan,Pahang
YAP CHOON MENG  T/A BAS SEKOLAH YAP CHOON MENG,CX7894,BAS SEKOLAH   ,Kuantan,Pahang
YAP CHOON MENG  T/A BAS SEKOLAH YAP CHOON MENG,CBB9944,BAS SEKOLAH   ,Kuantan,Pahang
YAP CHOON SENG,WBN8244,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP CHOONG HENG,CAH5973,BAS SEKOLAH   ,Kuantan,Pahang
YAP CHOONG HENG,PCL2828,BAS SEKOLAH   ,Kuantan,Pahang
YAP CHUI LAN,KAN9838,BAS SEKOLAH   ,Kuala Selangor,Selangor
YAP FAT SANG,WAD8359,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP FOOK WONG,WGL7341,BAS SEKOLAH   ,Petaling,Selangor
YAP FOONG,WAG2399,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP FOONG KEYO,BCC3313,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP GUAT DIAN,ADL3083,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP HAI PENG,WMG2301,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP HO CEANG,BDF8820,BAS SEKOLAH   ,Kuala Langat,Selangor
YAP HO CEANG,BDV8886,BAS SEKOLAH   ,Kuala Langat,Selangor
YAP HO YOU,WFG2758,BAS SEKOLAH   ,Kuala Langat,Selangor
YAP HOOI MENG,BDD9326,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP HOOI TING,BDE2257,BAS SEKOLAH   ,Klang,Selangor
YAP KAY FOON,WHY8288,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP KEEN LEONG,WAD6799,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP KIM FAH,WA9730C,BAS SEKOLAH   ,Petaling,Selangor
YAP KIM KHEONG,JDU9700,BAS SEKOLAH   ,Kluang,Johor
YAP KIM KHEONG,WDF8456,BAS SEKOLAH   ,Kluang,Johor
YAP KIM MOI,WAK318,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP KIM SANG,WFT3764,BAS SEKOLAH   ,Kuala Selangor,Selangor
YAP KIM YAN T/A YAP KIM YAN,PCF2391,BAS SEKOLAH   ,Seberang Perai Utara,Pulau Pinang
YAP KIM YAN T/A YAP KIM YAN,WJJ7748,BAS SEKOLAH   ,Seberang Perai Utara,Pulau Pinang
YAP KOK WAH,WGM6622,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP KON MOI,WCY9850,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP KWAI YING,WA2521A,BAS SEKOLAH   ,Gombak,Selangor
YAP KWI SAY @ YAP KWI SIA,JC5661,BAS SEKOLAH   ,Pontian,Johor
YAP LEONG SENG T/A YAPIN ENTERPRISE,PDL9527,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YAP LEONG WAH,WDP7683,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP LOO KIM,AN7861,BAS SEKOLAH   ,Kinta,Perak
YAP LOOI @ YAP PO KIAM,WCD9521,BAS SEKOLAH   ,Petaling,Selangor
YAP LOOI @ YAP PO KIAM,WDK6515,BAS SEKOLAH   ,Petaling,Selangor
YAP MENG FATT,WG256,BAS SEKOLAH   ,Petaling,Selangor
YAP NGAN YEE,WFK7103,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP NGAN YEE,WPQ1035,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP PEK CHEN,WEE3642,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP PENG HUAT,PCQ6284,BAS SEKOLAH   ,Seberang Perai Utara,Pulau Pinang
YAP POH SIM,BHD2682,BAS SEKOLAH   ,Petaling,Selangor
YAP POW CAH,BBP1163,BAS SEKOLAH   ,Petaling,Selangor
YAP SAK KONG,WD7274,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP SAM KHOON,BDB6815,BAS SEKOLAH   ,Klang,Selangor
YAP SEOW KIAN,AFK931,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP SHIN FOH T/A YAP SHIN FOH,WJ 459,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP SHUH CHWU,WEF7077,BAS SEKOLAH   ,Johor Bahru,Johor
YAP SIEW HWA,WCE4409,BAS SEKOLAH   ,Gombak,Selangor
YAP SOH KIM,BED7994,BAS SEKOLAH   ,Petaling,Selangor
YAP SOO LIM,BES7695,BAS SEKOLAH   ,Petaling,Selangor
YAP SOO LIM,WMT3979,BAS SEKOLAH   ,Petaling,Selangor
YAP SOO TING,BEE4111,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP SOO TING,BFE6448,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP SWEE KONG,WJQ9205,BAS SEKOLAH   ,Gombak,Selangor
YAP SWEE YEN @ YAP SWEE SEONG,WC7133,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP TE,WNP8317,BAS SEKOLAH   ,Gombak,Selangor
YAP THIAM HUAT,BCJ5519,BAS SEKOLAH   ,Petaling,Selangor
YAP THIN FATT @ YAP SWEE SANG,BAS309,BAS SEKOLAH   ,Petaling,Selangor
YAP TING YAU @ YAP POH HIEW,BAS2195,BAS SEKOLAH   ,Klang,Selangor
YAP TUAN BOON,BBV5285,BAS SEKOLAH   ,Batu Pahat,Johor
YAP VOON LIAN,BDT2628,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP WEI MING,WCD2292,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YEEN PIN & YEO JOO TECK T/A PERKHIDMATAN BAS SEKOLAH YAP & YEO,WBH1430,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YEEN PIN & YEO JOO TECK T/A PERKHIDMATAN BAS SEKOLAH YAP & YEO,WCW9052,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YEW YOKE,BCY1233,BAS SEKOLAH   ,Hulu Langat,Selangor
YAP YOKE HIN,WAF7664,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YOKE HIN,WBM1541,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YOKE HIN,WBV5558,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YOKE HOY,WDA2279,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YOKE HOY,WJ3268,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YOKE KONG,BCM8273,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YOKE KONG,WBB8086,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAP YONG  KOWI,JK750,BAS SEKOLAH   ,Johor Bahru,Johor
YAQIN ENTERPRISE,WBY7309,BAS SEKOLAH   ,Seremban,Negeri Sembilan
YAQIN ENTERPRISE,WBY7301,BAS SEKOLAH   ,Seremban,Negeri Sembilan
YAQIN ENTERPRISE,NAS9695,BAS SEKOLAH   ,Seremban,Negeri Sembilan
YAQIN ENTERPRISE,MAF722,BAS SEKOLAH   ,Seremban,Negeri Sembilan
YAQIN ENTERPRISE,BDS4840,BAS SEKOLAH   ,Seremban,Negeri Sembilan
YARNI BINTI M.NASIR,WEW243,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YATIMAH BTE DAHLAN,NAC4974,BAS SEKOLAH   ,Klang,Selangor
YAU GUAN MING,NAM2071,BAS SEKOLAH   ,Seremban,Negeri Sembilan
YAU KIM HUI,JBC3825,BAS SEKOLAH   ,Muar,Johor
YAU KOK KEONG,WJD5511,BAS SEKOLAH   ,Klang,Selangor
YAU SOOK MEI,AEN1117,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAU YIT YOONG,MT8555,BAS SEKOLAH   ,Seremban,Negeri Sembilan
YAW YEW FENG,BKL9887,BAS SEKOLAH   ,Hulu Langat,Selangor
YAWEHS TRADING,BGF8598,BAS SEKOLAH   ,Gombak,Selangor
YAYASAN AL-KHAIRIAH,WBY7324,BAS SEKOLAH   ,Kota Bharu,Kelantan
YAYASAN ANAK-ANAK YATIM PINGGIR TAMAN TUN DR ISMAIL,WKP9958,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAYASAN ANAK-ANAK YATIM PINGGIR TAMAN TUN DR ISMAIL,WMY2909,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAYASAN KEBAJIKAN ANAK-ANAK YATIM KELANTAN (YAATIM),DBJ7046,BAS SEKOLAH   ,Kota Bharu,Kelantan
YAYASAN SELANGOR,BJV6200,BAS SEKOLAH   ,Petaling,Selangor
YAYASAN SELANGOR,BJV6300,BAS SEKOLAH   ,Petaling,Selangor
YAYASAN SELANGOR,BJC3300,BAS SEKOLAH   ,Petaling,Selangor
YAYASAN SELANGOR,BGF8797,BAS SEKOLAH   ,Petaling,Selangor
YAYASAN SELANGOR,BGF8798,BAS SEKOLAH   ,Petaling,Selangor
YAYASAN SELANGOR,BGF8799,BAS SEKOLAH   ,Petaling,Selangor
YAYASAN SELANGOR,WBX1239,BAS SEKOLAH   ,Petaling,Selangor
YAYASAN SELANGOR,WBB615,BAS SEKOLAH   ,Petaling,Selangor
YAYASAN TERENGGANU,TAK8005,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAYASAN TERENGGANU,TBB8311,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAYASAN TERENGGANU,TBD7211,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAYASAN TERENGGANU,TBD7311,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAYASAN TERENGGANU,TBM9411,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAYASAN TERENGGANU,TBP9119,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAYASAN TERENGGANU,TJ9796,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAYASAN TERENGGANU,TK7900,BAS SEKOLAH   ,Kuala Terengganu,Terengganu
YAYASAN UEM,AGW2478,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YAZIT BIN CHIK,BEH3400,BAS SEKOLAH   ,Dungun,Terengganu
YBY ENTERPRISE,WCM7845,BAS SEKOLAH   ,Kinta,Perak
YC CHOW ENTERPRISE,WXR5950,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YCK TRANSPORTATION SERVICES & TRADING,WBY3999,BAS SEKOLAH   ,Petaling,Selangor
YCK TRANSPORTATION SERVICES & TRADING,WDA402,BAS SEKOLAH   ,Petaling,Selangor
YEAP AH KAU,PKA8299,BAS SEKOLAH   ,Seberang Perai Selatan,Pulau Pinang
YEAP AH KAU,PCE8299,BAS SEKOLAH   ,Seberang Perai Selatan,Pulau Pinang
YEAP ASING T/A YEAP ASING,PBF9384,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEAP CHEE POR,BX6042,BAS SEKOLAH   ,Kinta,Perak
YEAP CHOI SUN,PCK1119,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEAP CHOI SUN,PDE6129,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEAP CHOI SUN,PCV1831,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEAP CHUAN HUAT T/A YEAP CHUAN HUAT,WAV5752,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEAP CHUN HOCK @ YEAP CHOON HOCK,WEE2373,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEAP SIEW POH T/A YEAP SIEW POH,PCH4566,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEAP SOON CHOOI,PCR1881,BAS SEKOLAH   ,Seberang Perai Selatan,Pulau Pinang
YEAP TIONG ENG @ TIONG SENG,DS428,BAS SEKOLAH   ,Kota Bharu,Kelantan
YEAP TIONG ENG @ TIONG SENG,DP5038,BAS SEKOLAH   ,Kota Bharu,Kelantan
YEAP YOK LING,WQA7662,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE BOON KAH,BGE9357,BAS SEKOLAH   ,Petaling,Selangor
YEE BROTHERS SCHOOL BUS SERVICE,WCS5086,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE CHEE KONG @ YEE HONG KOW & YEE KAI WAH T/A YEE BROTHERS SCHOOL BUS SERVICES,WK4844,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE GUEK HWA,PDC9547,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEE HOCK SENG,WGT4899,BAS SEKOLAH   ,Port Dickson,Negeri Sembilan
YEE HOCK SENG,WBG5371,BAS SEKOLAH   ,Port Dickson,Negeri Sembilan
YEE HOCK SENG,WCB7795,BAS SEKOLAH   ,Port Dickson,Negeri Sembilan
YEE KIME MANE,WBT1278,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE KIME MANE,WCF1053,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE KIME MANE,WHW5216,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE KUM HAR,WWS7484,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE KUM HAR,W3932B,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE KWOK YIM,WDP6690,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE KWOK YIM,WFX3586,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE KWOK YIM DAN RAKAN T/A CANAAN TRANSPORT,WVF6099,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE LOON KHYE,BBH4488,BAS SEKOLAH   ,Kota Setar,Kedah
YEE SHICK KIN @ YEE CHEOK KIN,WC4160,BAS SEKOLAH   ,Kinta,Perak
YEE TUCK LOONG,WCN6377,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEE WEN ENTERPRISE,WDC7478,BAS SEKOLAH   ,Hilir Perak,Perak
YEE YOKE LOW,WNL4958,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEH AGENCY,WKW6588,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEK KIN TRANSPORT,BCU7323,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEKAMBARAM A/L PERUMAL,KAB6742,BAS SEKOLAH   ,Kulim,Kedah
YELEKAMMAH A/P NARASAMALU T/A NANDINI ENTERPRISE,BFH4433,BAS SEKOLAH   ,Petaling,Selangor
YELEKAMMAH A/P NARASAMALU T/A NANDINI ENTERPRISE,ABL3549,BAS SEKOLAH   ,Petaling,Selangor
YEMYATIE ENTERPRISE,WTS4139,BAS SEKOLAH   ,Hulu Langat,Selangor
YEN SHONG CHIANG,JCH5962,BAS SEKOLAH   ,Johor Bahru,Johor
YENIFITRIYA BINTI HILMAN,JHR2588,BAS SEKOLAH   ,Johor Bahru,Johor
YEO CHOON SWEE,WCF6741,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEO CHOON SWEE,WDY7156,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEO CHOONG SENG,WBL1726,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEO HAN SING,WAC684,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEO HAN SING,WK7011,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEO HOO LEE @ YU HOO LEE,JBX4064,BAS SEKOLAH   ,Johor Bahru,Johor
YEO KE CHEY,JCE8948,BAS SEKOLAH   ,Johor Bahru,Johor
YEO PING HOIY,BEK6550,BAS SEKOLAH   ,Johor Bahru,Johor
YEO POO PENG,BEQ6386,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YEO POO PENG,BMK9511,BAS SEKOLAH   ,Gombak,Selangor
YEO WEI KOK,WEY9992,BAS SEKOLAH   ,Petaling,Selangor
YEO WEI KOK,WYV5280,BAS SEKOLAH   ,Petaling,Selangor
YEOH AND YEOH ENTERPRISE,NBD8378,BAS SEKOLAH   ,Kinta,Perak
YEOH BEE LAY,PBT8360,BAS SEKOLAH   ,Barat Daya,Pulau Pinang
YEOH ENG HOCK T/A YEOH ENG HOCK,PDY2449,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEOH ENG HOCK T/A YEOH ENG HOCK,PDJ2448,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEOH ENG HOCK T/A YEOH ENG HOCK,PDY3449,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YEOH GAIK KIN,BEA5419,BAS SEKOLAH   ,Barat Daya,Pulau Pinang
YEOH HAN TONG,PEP9548,BAS SEKOLAH   ,Barat Daya,Pulau Pinang
YEOH HAN TONG,JCJ7733,BAS SEKOLAH   ,Barat Daya,Pulau Pinang
YEOH HOCK NGUANG,WAJ2700,BAS SEKOLAH   ,Seberang Perai Utara,Pulau Pinang
YEOH KIM CHUAN,PCL2675,BAS SEKOLAH   ,Barat Daya,Pulau Pinang
YEOH KIM HOCK,MT4625,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEOH MENG HUAT,NE1404,BAS SEKOLAH   ,Batu Pahat,Johor
YEOH MUAR CHENG,ACK968,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEOH SAI NGOH,AP9584,BAS SEKOLAH   ,"Larut, Matang Dan Selama",Perak
YEOH SENG HIN,PAV9913,BAS SEKOLAH   ,Kerian,Perak
YEOH SIEW PHENG,PLJ8937,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEOH SIW LAN,ST7651B,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEOH SONG FOO,WDQ9678,BAS SEKOLAH   ,Klang,Selangor
YEOH SONG FOO,WCR8999,BAS SEKOLAH   ,Klang,Selangor
YEOH SOO HIN,RC5333,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEOH TENG GUAN,WFL1770,BAS SEKOLAH   ,Timur Laut,Pulau Pinang
YEONG  PAK  WENG,DT1808,BAS SEKOLAH   ,Tumpat,Kelantan
YEONG  PAK  WENG,DL1007,BAS SEKOLAH   ,Tumpat,Kelantan
YEONG KAM WAH,BV8361,BAS SEKOLAH   ,Kinta,Perak
YEONG YEE KEONG,WCY3706,BAS SEKOLAH   ,Kuala Kangsar,Perak
YEONG YIN FEE,KAD2456,BAS SEKOLAH   ,Kuala Kangsar,Perak
YEOW SEN TECK,JFQ4671,BAS SEKOLAH   ,Muar,Johor
YEOW SENG HOO,JAA2575,BAS SEKOLAH   ,Batu Pahat,Johor
YEOW SENG HOO,JJD1126,BAS SEKOLAH   ,Batu Pahat,Johor
YEOW SING PENG,JAP1126,BAS SEKOLAH   ,Batu Pahat,Johor
YEOW SING WAH,BAW1430,BAS SEKOLAH   ,Batu Pahat,Johor
YEOW THYE SENG,KAE4997,BAS SEKOLAH   ,Kuala Muda,Kedah
YEOW TRANSPORT ENTERPRISE,JLY6555,BAS SEKOLAH   ,Batu Pahat,Johor
YEP CHOON SIONG,WDA2264,BAS SEKOLAH   ,Muar,Johor
YEP HA CHAY @ YAP PEI,WEV1323,BAS SEKOLAH   ,Johor Bahru,Johor
YEU SAN POO T/A YEU SAN POO,BHX1553,BAS SEKOLAH   ,Kerian,Perak
YEW GIM AUN,ME3292,BAS SEKOLAH   ,Kota Setar,Kedah
YEW KHOON WAH,BJS7377,BAS SEKOLAH   ,Klang,Selangor
YEW LOCK LONG,WDC5001,BAS SEKOLAH   ,Petaling,Selangor
YEW TATT KOOI,PCS9270,BAS SEKOLAH   ,Barat Daya,Pulau Pinang
YIAN YOKE LAN,WA4501,BAS SEKOLAH   ,Kinta,Perak
YIM KUAN YEN,WFY8319,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YIM KUAN YEN,WMN2954,BAS SEKOLAH   ,Gombak,Selangor
YIM SIN FATT @ YIM AH KIOW,NAA3610,BAS SEKOLAH   ,Jelebu,Negeri Sembilan
YIM SIN FATT @ YIM AH KIOW,NP3296,BAS SEKOLAH   ,Jelebu,Negeri Sembilan
YIP CHE MOOI,WCS5063,BAS SEKOLAH   ,Klang,Selangor
YIP KAM SENG,WGW1830,BAS SEKOLAH   ,Wp Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
YIT LIAN TRANSPORT,JHV8919,BAS SEKOLAH   ,Johor Bahru,Johor
YL IMPIAN TEGUH ENTERPRISE,AEV9357,BAS SEKOLAH   ,Melaka Tengah,Melaka
YL IMPIAN TEGUH ENTERPRISE,MAA5983,BAS SEKOLAH   ,Melaka Tengah,Melaka
YL IMPIAN TEGUH ENTERPRISE,NBM9239,BAS SEKOLAH   ,Melaka Tengah,Melaka
YL IMPIAN TEGUH ENTERPRISE,PDL7020,BAS SEKOLAH   ,Melaka Tengah,Melaka
YNKK ENTERPRISE,BCX3890,BAS SEKOLAH   ,Batang Padang,Perak
YOGAESWARI A/P RAMASAMY,ACK711,BAS SEKOLAH   ,Kuala Kangsar,Perak
YOGANAH ENTERPRISE,WVF6305,BAS SEKOLAH   ,Hulu Langat,Selangor
YOGANAH ENTERPRISE,WVE6305,BAS SEKOLAH   ,Hulu Langat,Selangor
YOGANATHAN A/L RAMALINGAM,BEU5562,BAS SEKOLAH   ,Petaling,Selangor
YOGANATHAN A/L RAMALINGAM,BDK9570,BAS SEKOLAH   ,Petaling,Selangor
YOGESWARY A/P G MURUGAIAH,WJL1510,BAS SEKOLAH   ,Gombak,Selangor
YOGESWARY A/P SUBRAMANIAM,WEA5605,BAS SEKOLAH   ,Klang,Selangor
YOGESWARY A/P SUBRAMANIAM,BDQ502,BAS SEKOLAH   ,Klang,Selangor
YOGESWARY A/P SUNDRAM,WGH2843,BAS SEKOLAH   ,Kulim,Kedah
YOGESWERAN A/L PALANI,WEF5321,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
YOGHAR ENTERPRISE,PDE9392,BAS SEKOLAH   ,Seberang Perai Tengah,Pulau Pinang
